a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample010_86c5159a,1,11,sample200_d8677912,1,5,1,0,16776,15463,1,1
sample245_2638b53c,1,7,sample003_627b76ff,1,10,2,0,14848,15465,2,1
sample246_e8541fc4,2,8,sample001_3c29c5ba,1,3,2,0,10001,4200,1,1
sample246_e8541fc4,1,8,sample010_86c5159a,1,11,1,0,15058,4784,1,1
sample010_86c5159a,1,11,sample247_388ecf10,1,7,1,0,15067,5056,1,1
sample004_a72e2802,1,3,sample247_388ecf10,1,7,2,0,15454,9336,1,1
sample145_685d512c,1,12,sample105_f7a5e5bd,1,12,1,0,25909,18991,3,3
sample222_bfe748cb,1,4,sample164_6086e75c,1,5,1,0,23737,6295,2,1
sample105_f7a5e5bd,1,12,sample108_d2b794a9,1,12,2,0,14209,16306,1,2
sample049_fae6bd3c,1,3,sample037_79498522,1,3,1,0,21285,20628,2,2
sample223_e7455493,1,4,sample057_29b21bea,1,3,2,0,21674,18666,1,1
sample149_46f6fc34,1,3,sample067_224b9d42,1,3,1,0,27960,24775,4,2
sample176_db87a5a2,1,4,sample158_3554df76,1,12,2,0,28398,7840,3,2
sample236_f3d5c89f,1,3,sample146_36e0a56d,1,3,2,0,17694,30420,3,5
sample065_f352d7d0,1,5,sample088_4f85a4f9,1,10,2,0,18050,19918,2,2
