a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample005_a84d1a77,1,10,sample051_cadff688,1,9,2,0,19492,17992,2,3
sample058_30b13499,1,4,sample007_6d0d70d7,1,6,2,0,9415,16393,4,3
sample059_ea36c31b,1,4,sample003_627b76ff,1,10,2,0,16769,10448,1,1
sample069_5cae6d79,1,3,sample002_4e908fd2,1,3,1,0,15440,16288,1,1
sample081_44c869d5,1,12,sample010_86c5159a,1,11,2,0,16853,7969,1,1
sample010_86c5159a,1,11,sample107_a38717d4,1,12,1,0,2680,3616,1,1
sample112_44add070,1,8,sample002_4e908fd2,1,3,1,0,16312,7952,1,1
sample005_a84d1a77,1,10,sample129_f22c6f56,1,12,1,0,15057,16734,1,1
sample001_3c29c5ba,1,3,sample131_26551668,1,12,1,0,16642,3152,2,1
sample001_3c29c5ba,1,3,sample137_f533bb44,1,11,1,0,18179,10849,4,2
sample140_9355c8d3,1,12,sample003_627b76ff,1,10,2,0,15444,15077,1,1
sample149_46f6fc34,1,3,sample003_627b76ff,1,10,1,0,26919,29963,3,2
sample004_a72e2802,1,3,sample173_2377df9e,1,3,2,0,16786,15466,1,1
sample176_db87a5a2,1,4,sample004_a72e2802,1,3,1,0,16700,9592,1,1
sample176_db87a5a2,1,4,sample010_86c5159a,1,11,2,0,2545,15080,1,1
