a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample009_36a064d0,1,12,sample191_3361e30f,1,3,1,0,29572,30344,2,3
sample008_056930c5,1,10,sample231_a7ca1cbe,1,3,1,0,3942,22228,1,2
sample244_f01a5078,1,6,sample005_a84d1a77,1,10,2,0,15145,15216,1,1
sample002_4e908fd2,1,3,sample245_2638b53c,1,7,2,0,15143,15187,1,1
sample008_056930c5,1,10,sample245_2638b53c,1,7,1,0,15098,13767,1,1
sample246_e8541fc4,1,8,sample009_36a064d0,1,12,1,0,15364,15090,1,1
sample247_388ecf10,1,7,sample008_056930c5,1,10,1,0,15334,9706,1,1
sample051_cadff688,1,9,sample006_fe39613e,1,12,2,0,15150,11769,1,1
sample092_7e1324ef,1,3,sample002_4e908fd2,1,3,2,0,8585,15063,1,1
sample093_1c1b1da8,1,11,sample006_fe39613e,1,12,2,0,15145,15112,1,1
sample004_a72e2802,1,3,sample124_3f5d1a8c,1,12,2,0,15369,15188,1,1
sample127_7d7b8f84,1,12,sample009_36a064d0,1,12,1,0,15176,15102,1,1
sample128_3857eff1,1,12,sample001_3c29c5ba,1,3,1,0,15374,16308,1,1
sample007_6d0d70d7,1,6,sample139_6badff7b,1,12,1,0,15145,12065,1,1
sample004_a72e2802,1,3,sample140_9355c8d3,1,12,2,0,15064,15408,1,1
