a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample231_a7ca1cbe,1,3,sample004_a72e2802,1,3,1,0,2397,1943,1,1
sample232_cf98e3c8,1,3,sample005_a84d1a77,1,10,1,0,2176,1959,1,1
sample008_056930c5,1,10,sample232_cf98e3c8,1,3,1,0,1025,1346,1,1
sample232_cf98e3c8,1,3,sample010_86c5159a,1,11,1,0,1161,1216,1,2
sample010_86c5159a,1,11,sample235_ea92f26e,1,12,1,0,3095,10899,2,1
sample010_86c5159a,1,11,sample237_9472557e,1,3,1,0,1613,12162,2,1
sample238_fdf5ca49,1,3,sample003_627b76ff,1,10,1,0,1184,856,1,1
sample238_fdf5ca49,1,3,sample007_6d0d70d7,1,6,1,0,1294,770,1,1
sample239_70abef06,1,3,sample001_3c29c5ba,1,3,1,0,12080,1489,1,1
sample244_f01a5078,1,6,sample002_4e908fd2,1,3,1,0,1242,1839,1,1
sample003_627b76ff,1,10,sample244_f01a5078,1,6,1,0,1415,1369,1,1
sample010_86c5159a,1,11,sample244_f01a5078,1,6,1,0,834,1246,1,1
sample245_2638b53c,1,7,sample006_fe39613e,1,12,1,0,1942,16141,2,2
sample002_4e908fd2,1,3,sample246_e8541fc4,1,8,1,0,3417,952,1,1
sample246_e8541fc4,1,8,sample008_056930c5,1,10,1,0,22,1362,1,1
