a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample003_627b76ff,1,10,sample186_e5557310,1,3,1,0,17634,16190,2,1
sample002_4e908fd2,1,3,sample199_40e217d7,1,3,2,0,1352,16133,1,1
sample008_056930c5,1,10,sample200_d8677912,1,5,1,0,951,3951,1,1
sample203_3b23436c,1,4,sample005_a84d1a77,1,10,2,0,856,14750,1,1
sample007_6d0d70d7,1,6,sample204_baf7f138,1,10,1,0,3463,3623,1,1
sample244_f01a5078,1,6,sample008_056930c5,1,10,2,0,7718,2871,1,1
sample001_3c29c5ba,1,3,sample245_2638b53c,1,7,1,0,7023,1514,1,1
sample004_a72e2802,1,3,sample245_2638b53c,1,7,1,0,13382,9838,1,1
sample245_2638b53c,1,7,sample007_6d0d70d7,1,6,2,0,1127,2967,1,2
sample245_2638b53c,1,7,sample009_36a064d0,1,12,2,0,6815,1047,1,1
sample245_2638b53c,1,7,sample010_86c5159a,1,11,1,0,3096,3567,1,1
sample003_627b76ff,1,10,sample246_e8541fc4,1,8,1,0,6183,4279,1,1
sample004_a72e2802,1,3,sample246_e8541fc4,1,8,2,0,3687,3919,1,1
sample246_e8541fc4,1,8,sample005_a84d1a77,1,10,1,0,3399,3567,1,1
sample246_e8541fc4,1,8,sample007_6d0d70d7,1,6,1,0,8999,3008,1,1
