a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample001_3c29c5ba,1,3,sample112_44add070,1,8,1,0,1983,1106,1,1
sample124_3f5d1a8c,1,12,sample006_fe39613e,1,12,1,0,1857,1223,1,1
sample124_3f5d1a8c,1,12,sample007_6d0d70d7,1,6,1,0,1520,1216,2,1
sample009_36a064d0,1,12,sample124_3f5d1a8c,1,12,1,0,1617,2080,1,1
sample125_1b5a54f4,1,12,sample001_3c29c5ba,1,3,1,0,1197,1441,1,1
sample003_627b76ff,1,10,sample125_1b5a54f4,1,12,1,0,3077,1608,1,1
sample005_a84d1a77,1,10,sample125_1b5a54f4,1,12,1,0,1505,2056,1,1
sample125_1b5a54f4,1,12,sample007_6d0d70d7,1,6,2,0,1808,1407,1,1
sample005_a84d1a77,1,10,sample127_7d7b8f84,1,12,1,0,1368,1784,1,1
sample127_7d7b8f84,2,12,sample006_fe39613e,1,12,1,0,2904,1799,1,1
sample128_3857eff1,1,12,sample001_3c29c5ba,1,3,1,0,2904,1799,1,1
sample128_3857eff1,1,12,sample002_4e908fd2,1,3,1,0,1873,1368,2,2
sample128_3857eff1,1,12,sample003_627b76ff,1,10,2,0,1712,1224,1,1
sample128_3857eff1,1,12,sample005_a84d1a77,1,10,1,0,1681,1311,1,1
sample128_3857eff1,1,12,sample006_fe39613e,1,12,1,0,1937,1464,2,1
