a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample002_4e908fd2,1,3,sample186_e5557310,1,3,1,0,16357,16320,1,1
sample194_328dbd2a,1,12,sample009_36a064d0,1,12,1,0,15222,8194,1,1
sample199_40e217d7,2,3,sample003_627b76ff,2,10,2,0,2282,16163,1,1
sample008_056930c5,1,10,sample203_3b23436c,1,4,2,0,12909,8180,1,1
sample008_056930c5,1,10,sample204_baf7f138,1,10,2,0,15059,15318,1,1
sample205_29b101bc,1,10,sample010_86c5159a,1,11,1,0,15148,8100,1,1
sample217_6377ae91,1,12,sample005_a84d1a77,1,10,2,0,14629,9951,1,1
sample226_2d7ef8de,1,12,sample003_627b76ff,2,10,2,0,15057,4120,1,1
sample001_3c29c5ba,1,3,sample231_a7ca1cbe,1,3,1,0,12237,4490,1,1
sample001_3c29c5ba,1,3,sample232_cf98e3c8,1,3,1,0,15079,15328,1,1
sample001_3c29c5ba,1,3,sample233_4e88157a,1,3,1,0,12254,6753,1,1
sample005_a84d1a77,1,10,sample235_ea92f26e,1,12,2,0,11726,7287,1,1
sample236_f3d5c89f,1,3,sample004_a72e2802,1,3,1,0,15181,17495,1,2
sample006_fe39613e,1,12,sample237_9472557e,1,3,2,0,16078,8167,1,1
sample238_fdf5ca49,1,3,sample006_fe39613e,1,12,2,0,11565,6586,1,1
