a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample186_e5557310,2,3,sample001_3c29c5ba,1,3,2,0,15625,8833,1,1
sample191_3361e30f,1,3,sample007_6d0d70d7,3,6,2,0,7678,2744,1,1
sample001_3c29c5ba,1,3,sample192_144a35f2,1,5,1,0,2136,1704,1,1
sample001_3c29c5ba,1,3,sample194_328dbd2a,1,12,2,0,9328,3295,1,1
sample006_fe39613e,3,12,sample194_328dbd2a,1,12,1,0,3950,2648,1,1
sample195_26730d6d,1,10,sample002_4e908fd2,1,3,1,0,5255,1912,1,1
sample010_86c5159a,1,11,sample198_ee0e18d2,1,3,2,0,4298,3686,2,1
sample005_a84d1a77,1,10,sample199_40e217d7,1,3,1,0,4389,15298,1,1
sample200_d8677912,1,5,sample007_6d0d70d7,3,6,1,0,1975,2572,1,1
sample007_6d0d70d7,3,6,sample203_3b23436c,4,4,1,0,6928,1775,1,1
sample226_2d7ef8de,1,12,sample002_4e908fd2,1,3,2,0,11513,5734,1,1
sample227_23672cca,1,12,sample001_3c29c5ba,1,3,1,0,121,5036,1,1
sample005_a84d1a77,1,10,sample230_47b01153,1,4,1,0,6845,2113,1,1
sample230_47b01153,1,4,sample010_86c5159a,2,11,2,0,4025,2960,1,1
sample231_a7ca1cbe,1,3,sample009_36a064d0,1,12,1,0,1933,7223,1,1
