a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample185_0ea0912d,1,3,sample003_627b76ff,1,10,2,0,3287,1240,1,1
sample185_0ea0912d,1,3,sample006_fe39613e,1,12,1,0,3895,19751,3,2
sample192_144a35f2,1,5,sample003_627b76ff,1,10,1,0,3081,2823,1,2
sample004_a72e2802,1,3,sample194_328dbd2a,1,12,1,0,8056,9376,1,1
sample007_6d0d70d7,1,6,sample194_328dbd2a,1,12,1,0,6637,1168,1,1
sample010_86c5159a,1,11,sample194_328dbd2a,1,12,1,0,1160,2112,1,1
sample004_a72e2802,1,3,sample199_40e217d7,1,3,1,0,1264,1120,1,1
sample008_056930c5,1,10,sample199_40e217d7,1,3,1,0,1176,1160,1,1
sample009_36a064d0,1,12,sample199_40e217d7,1,3,1,0,12152,7701,5,2
sample200_d8677912,1,5,sample010_86c5159a,1,11,1,0,20002,9987,4,3
sample004_a72e2802,1,3,sample204_baf7f138,1,10,1,0,20310,7608,2,2
sample002_4e908fd2,1,3,sample217_6377ae91,1,12,1,0,2123,13095,1,1
sample217_6377ae91,1,12,sample010_86c5159a,1,11,1,0,1402,1583,1,1
sample218_2eaffa66,1,12,sample002_4e908fd2,1,3,1,0,889,1062,1,1
sample004_a72e2802,1,3,sample226_2d7ef8de,1,12,1,0,1025,1120,1,1
