a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample044_e5a06143,1,12,sample119_a4f7dd43,1,8,1,0,36401,16008,2,2
sample065_f352d7d0,1,5,sample088_4f85a4f9,2,10,2,0,24707,14024,2,2
sample184_2c9ff4fe,1,3,sample074_0d740677,1,11,2,0,12465,20863,1,1
sample162_2cc0400c,1,12,sample107_a38717d4,1,12,2,0,12456,7192,1,1
sample070_ecd1d324,1,12,sample097_0a02c41a,1,3,1,0,15477,10185,2,2
sample235_ea92f26e,1,12,sample030_9732143a,1,12,1,0,17650,14295,1,1
sample116_e242d5ac,1,12,sample052_bcf1cb6d,1,3,2,0,15557,5832,1,1
sample148_b944223f,1,12,sample218_2eaffa66,1,12,1,0,15511,15563,1,1
sample191_3361e30f,1,3,sample042_70ed032c,1,12,2,0,19443,24200,2,2
sample202_3a6e070e,2,6,sample221_0d7c78bd,1,7,1,0,6744,19725,2,2
sample178_f1334217,1,3,sample021_d21d4bb3,1,9,2,0,17455,11161,1,1
sample126_ff7c90d7,1,12,sample111_4737c4d2,1,12,1,0,15494,13560,2,2
sample168_22e2db9e,1,3,sample220_5a48d9b6,1,6,1,0,26043,19664,2,2
sample165_cdf5c82d,1,4,sample037_79498522,1,3,1,0,19477,15493,2,1
sample022_dab4ef06,1,3,sample101_fae0484f,1,12,2,0,15472,3969,1,1
