a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample010_86c5159a,1,11,sample047_2aff3b5d,1,9,1,0,16550,15490,1,1
sample005_a84d1a77,1,10,sample176_db87a5a2,1,4,1,0,15380,15416,1,1
sample006_fe39613e,1,12,sample176_db87a5a2,1,4,1,0,15384,15084,1,1
sample176_db87a5a2,1,4,sample007_6d0d70d7,1,6,2,0,15065,16495,1,1
sample176_db87a5a2,1,4,sample009_36a064d0,1,12,2,0,15057,16470,1,1
sample177_0198da6e,1,3,sample001_3c29c5ba,1,3,2,0,15449,15408,1,1
sample002_4e908fd2,1,3,sample177_0198da6e,1,3,1,0,15395,15087,1,1
sample177_0198da6e,1,3,sample003_627b76ff,1,10,2,0,15063,16456,1,1
sample184_2c9ff4fe,1,3,sample010_86c5159a,1,11,2,0,15453,15082,1,1
sample185_0ea0912d,1,3,sample001_3c29c5ba,1,3,2,0,16471,15093,1,1
sample185_0ea0912d,1,3,sample002_4e908fd2,1,3,1,0,15072,15095,1,1
sample185_0ea0912d,1,3,sample007_6d0d70d7,1,6,2,0,15068,15087,1,1
sample005_a84d1a77,1,10,sample191_3361e30f,1,3,1,0,15061,16469,1,1
sample002_4e908fd2,1,3,sample192_144a35f2,1,5,1,0,15068,16805,1,1
sample194_328dbd2a,1,12,sample008_056930c5,1,10,1,0,15400,15411,1,1
