a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample005_a84d1a77,1,10,sample048_e4494277,1,12,1,0,4200,1775,1,1
sample006_fe39613e,1,12,sample048_e4494277,1,12,1,0,1905,2215,1,1
sample008_056930c5,1,10,sample048_e4494277,1,12,1,0,2440,1968,1,1
sample050_4cbe8ba0,1,3,sample005_a84d1a77,1,10,1,0,2329,2225,1,1
sample007_6d0d70d7,1,6,sample050_4cbe8ba0,1,3,2,0,2192,2256,1,1
sample050_4cbe8ba0,1,3,sample008_056930c5,1,10,2,0,2136,2672,1,1
sample009_36a064d0,1,12,sample050_4cbe8ba0,1,3,1,0,2168,1863,1,1
sample010_86c5159a,1,11,sample050_4cbe8ba0,1,3,1,0,2575,2105,1,1
sample051_cadff688,1,9,sample001_3c29c5ba,1,3,1,0,1616,1585,1,1
sample002_4e908fd2,1,3,sample051_cadff688,1,9,2,0,1552,1888,1,1
sample051_cadff688,1,9,sample006_fe39613e,1,12,1,0,15047,1409,1,1
sample007_6d0d70d7,1,6,sample051_cadff688,1,9,1,0,2969,1256,1,1
sample009_36a064d0,1,12,sample051_cadff688,1,9,1,0,1929,1335,1,1
sample004_a72e2802,1,3,sample058_30b13499,1,4,1,0,1600,1311,1,1
sample058_30b13499,1,4,sample005_a84d1a77,1,10,1,0,1911,1633,1,2
