a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample050_4cbe8ba0,1,3,sample062_daaf900c,1,11,2,0,16188,12915,1,1
sample171_02b13e1c,1,12,sample225_ef9728ac,1,11,2,0,11278,11394,1,1
sample229_f92eb5b1,1,12,sample019_fb26ed47,1,11,1,0,12264,5286,1,1
sample222_bfe748cb,1,4,sample165_cdf5c82d,1,4,2,0,15200,10947,1,1
sample186_e5557310,1,3,sample082_1b5867e7,1,12,2,0,15128,11540,1,1
sample077_0b68117f,1,12,sample138_f46547e5,1,12,2,0,30190,11139,2,1
sample190_762dfa42,1,8,sample158_3554df76,1,12,2,0,13664,10609,1,1
sample133_a07c1913,1,4,sample239_70abef06,1,3,2,0,13730,14731,1,1
sample129_f22c6f56,1,12,sample113_8ada680d,1,11,2,0,13028,12495,1,1
sample154_f1fb8e99,1,3,sample226_2d7ef8de,1,12,2,0,11703,11309,1,1
sample193_a3aba001,1,3,sample155_0163e391,1,10,2,0,11189,12739,1,1
sample166_8454c459,1,4,sample212_4d3716b5,1,12,2,0,13522,6826,1,1
sample216_ffa6ee05,1,12,sample248_79b27f7d,1,6,1,0,12256,11425,1,1
sample221_0d7c78bd,1,7,sample140_9355c8d3,1,12,2,0,14415,12615,1,1
sample163_35d6a180,1,12,sample089_101bfe11,1,12,1,0,15179,10063,1,1
