a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample070_ecd1d324,1,12,sample213_d8480af4,1,3,1,0,31601,16546,2,1
sample080_20eca9e0,2,12,sample065_f352d7d0,1,5,1,0,16478,13344,1,1
sample141_8b2cf3b6,1,12,sample115_2bd91ef1,1,12,1,0,15663,26952,1,2
sample114_fdb345bb,1,3,sample206_cada7cf4,1,12,2,0,11880,2922,1,1
sample062_daaf900c,1,11,sample091_671e5ef1,1,12,1,0,15663,3200,1,1
sample127_7d7b8f84,2,12,sample181_a6621347,3,3,1,0,15782,15215,2,1
sample216_ffa6ee05,1,12,sample242_bc639087,1,7,2,0,16466,4168,1,1
sample182_fc65241d,1,3,sample118_96a1642f,1,10,2,0,3824,15663,1,1
sample046_3dda9f49,1,11,sample060_c4420875,1,3,2,0,15669,15666,1,1
sample031_c4c1f623,1,4,sample094_6fbee84a,1,12,1,0,15620,7136,1,1
sample009_8fec8452,1,12,sample193_a3aba001,1,3,2,0,15616,13096,1,1
sample232_cf98e3c8,1,3,sample235_ea92f26e,1,12,2,0,15625,3520,1,1
sample204_baf7f138,1,10,sample176_db87a5a2,1,4,1,0,30754,16240,2,1
sample229_f92eb5b1,1,12,sample102_436dc55f,1,12,1,0,15613,13000,1,1
sample144_29c8262d,2,12,sample045_14ac45b4,2,3,2,0,13928,15622,1,2
