a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample005_a84d1a77,1,10,sample051_cadff688,1,9,1,0,16769,11093,1,1
sample051_cadff688,1,9,sample006_fe39613e,1,12,2,0,15108,15193,1,1
sample007_6d0d70d7,1,6,sample051_cadff688,1,9,1,0,15378,15123,1,1
sample009_36a064d0,1,12,sample051_cadff688,1,9,1,0,15359,15097,1,1
sample004_a72e2802,1,3,sample058_30b13499,1,4,1,0,15370,19019,1,2
sample058_30b13499,1,4,sample005_a84d1a77,1,10,1,0,15062,15106,1,1
sample058_30b13499,1,4,sample007_6d0d70d7,1,6,2,0,16047,15116,1,1
sample001_3c29c5ba,1,3,sample059_ea36c31b,1,4,1,0,15359,15215,1,1
sample059_ea36c31b,3,4,sample003_627b76ff,5,10,1,0,5574,149,1,1
sample006_fe39613e,2,12,sample059_ea36c31b,1,4,1,0,15388,13259,1,1
sample001_3c29c5ba,2,3,sample060_c4420875,1,3,1,0,9106,15379,1,1
sample005_a84d1a77,1,10,sample060_c4420875,1,3,2,0,15068,15103,1,1
sample006_fe39613e,1,12,sample060_c4420875,1,3,2,0,15059,15093,1,1
sample006_fe39613e,1,12,sample066_f9dcce53,1,3,1,0,15058,15447,1,1
sample005_a84d1a77,1,10,sample068_f841a2c6,1,4,1,0,15085,15451,1,1
