a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample194_328dbd2a,1,12,sample005_a84d1a77,1,10,1,0,16350,15568,1,1
sample010_86c5159a,1,11,sample199_40e217d7,1,3,1,0,15560,15568,1,1
sample201_5430f370,1,3,sample002_4e908fd2,1,3,1,0,15597,15570,1,1
sample203_3b23436c,1,4,sample009_36a064d0,1,12,2,0,15531,15559,1,1
sample003_627b76ff,1,10,sample205_29b101bc,1,10,1,0,15550,15571,1,1
sample003_627b76ff,1,10,sample217_6377ae91,1,12,1,0,6688,2984,1,1
sample217_6377ae91,1,12,sample008_056930c5,1,10,2,0,15053,15577,1,1
sample226_2d7ef8de,1,12,sample007_6d0d70d7,1,6,2,0,15527,16292,1,1
sample002_4e908fd2,1,3,sample231_a7ca1cbe,1,3,2,0,15055,16338,1,1
sample232_cf98e3c8,1,3,sample004_a72e2802,1,3,2,0,15564,15583,1,1
sample233_4e88157a,1,3,sample004_a72e2802,1,3,2,0,15583,15079,1,1
sample236_f3d5c89f,1,3,sample008_056930c5,1,10,1,0,16366,15085,1,1
sample007_6d0d70d7,1,6,sample237_9472557e,1,3,1,0,15055,16356,1,1
sample238_fdf5ca49,1,3,sample009_36a064d0,1,12,2,0,15627,15084,1,1
sample004_a72e2802,1,3,sample244_f01a5078,1,6,2,0,15056,16368,1,1
