a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample001_3c29c5ba,1,3,sample185_0ea0912d,1,3,2,0,4424,1591,1,1
sample010_86c5159a,1,11,sample185_0ea0912d,1,3,1,0,6016,1552,1,1
sample004_a72e2802,1,3,sample186_e5557310,1,3,2,0,5736,1031,1,1
sample186_e5557310,1,3,sample004_a72e2802,1,3,2,0,5463,1991,1,1
sample191_3361e30f,1,3,sample010_86c5159a,1,11,2,0,6936,1152,1,1
sample191_3361e30f,1,3,sample006_fe39613e,1,12,1,0,1463,3351,1,1
sample191_3361e30f,1,3,sample006_fe39613e,1,12,2,0,8538,1069,1,1
sample002_4e908fd2,1,3,sample191_3361e30f,1,3,2,0,6636,2975,1,1
sample003_627b76ff,1,10,sample192_144a35f2,1,5,2,0,15176,1375,1,1
sample003_627b76ff,1,10,sample192_144a35f2,1,5,1,0,15096,1256,1,1
sample002_4e908fd2,1,3,sample192_144a35f2,1,5,1,0,6544,2127,1,1
sample194_328dbd2a,1,12,sample010_86c5159a,1,11,1,0,1416,7254,1,2
sample194_328dbd2a,1,12,sample007_6d0d70d7,1,6,1,0,10289,5447,1,1
sample194_328dbd2a,1,12,sample006_fe39613e,1,12,2,0,14391,4880,1,1
sample195_26730d6d,1,10,sample001_3c29c5ba,1,3,1,0,12223,1559,1,1
