a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample009_36a064d0,1,12,sample140_9355c8d3,1,12,1,0,8724,3024,1,1
sample149_46f6fc34,1,3,sample008_056930c5,1,10,1,0,8724,3024,1,1
sample008_056930c5,1,10,sample149_46f6fc34,1,3,2,0,5775,2863,1,1
sample161_04667130,1,12,sample003_627b76ff,1,10,1,0,1207,2351,1,2
sample161_04667130,1,12,sample005_a84d1a77,1,10,1,0,6104,4815,1,1
sample001_3c29c5ba,1,3,sample162_2cc0400c,1,12,2,0,919,2311,1,2
sample003_627b76ff,1,10,sample162_2cc0400c,1,12,1,0,5575,1103,1,1
sample003_627b76ff,1,10,sample162_2cc0400c,1,12,2,0,4968,1088,1,1
sample005_a84d1a77,1,10,sample168_22e2db9e,1,3,1,0,8184,3167,1,1
sample008_056930c5,1,10,sample169_2e4395a7,1,6,2,0,7144,2663,1,1
sample001_3c29c5ba,1,3,sample169_2e4395a7,1,6,1,0,4497,2643,1,2
sample173_2377df9e,1,3,sample002_4e908fd2,1,3,2,0,1038,4759,1,2
sample173_2377df9e,1,3,sample002_4e908fd2,1,3,1,0,10383,2303,1,1
sample176_db87a5a2,1,4,sample001_3c29c5ba,1,3,2,0,10097,6054,1,1
sample005_a84d1a77,1,10,sample185_0ea0912d,1,3,1,0,15061,5736,1,1
