a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample005_a84d1a77,1,10,sample192_144a35f2,1,5,1,0,16367,16244,1,1
sample001_3c29c5ba,1,3,sample195_26730d6d,1,10,2,0,16465,16251,1,1
sample002_4e908fd2,1,3,sample200_d8677912,1,5,1,0,16186,16271,1,1
sample004_a72e2802,1,3,sample201_5430f370,1,3,2,0,16271,16216,1,1
sample204_baf7f138,1,10,sample001_3c29c5ba,1,3,1,0,10872,1210,1,1
sample001_3c29c5ba,1,3,sample205_29b101bc,1,10,2,0,1127,2776,1,1
sample205_29b101bc,1,10,sample002_4e908fd2,1,3,1,0,7672,3120,2,1
sample205_29b101bc,1,10,sample007_6d0d70d7,1,6,2,0,1207,4920,1,1
sample009_36a064d0,1,12,sample216_ffa6ee05,1,12,1,0,7151,1328,1,1
sample001_3c29c5ba,1,3,sample217_6377ae91,1,12,2,0,3401,1103,1,1
sample004_a72e2802,1,3,sample217_6377ae91,1,12,1,0,3688,952,1,1
sample217_6377ae91,1,12,sample006_fe39613e,1,12,2,0,7824,1976,1,1
sample218_2eaffa66,1,12,sample003_627b76ff,1,10,2,0,2576,6064,1,2
sample005_a84d1a77,1,10,sample226_2d7ef8de,1,12,1,0,1128,1496,1,1
sample002_4e908fd2,1,3,sample227_23672cca,1,12,2,0,15100,10608,1,1
