a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample005_a84d1a77,1,10,sample137_f533bb44,1,11,1,0,17623,1713,2,1
sample140_9355c8d3,1,12,sample005_a84d1a77,1,10,1,0,1456,1399,1,1
sample140_9355c8d3,1,12,sample007_6d0d70d7,1,6,1,0,1272,1552,1,1
sample140_9355c8d3,1,12,sample009_36a064d0,1,12,1,0,1552,1168,1,1
sample140_9355c8d3,1,12,sample010_86c5159a,1,11,1,0,2417,1145,1,1
sample009_36a064d0,1,12,sample148_b944223f,1,12,1,0,2672,1328,1,1
sample001_3c29c5ba,1,3,sample149_46f6fc34,1,3,2,0,1368,1136,1,1
sample149_46f6fc34,1,3,sample004_a72e2802,1,3,1,0,1616,1617,1,1
sample149_46f6fc34,1,3,sample008_056930c5,1,10,1,0,1833,1487,1,1
sample160_ed88263c,1,5,sample009_36a064d0,1,12,1,0,1288,1640,1,1
sample004_a72e2802,1,3,sample161_04667130,1,12,1,0,1552,1287,1,1
sample008_056930c5,1,10,sample161_04667130,1,12,1,0,2352,1254,1,1
sample001_3c29c5ba,1,3,sample162_2cc0400c,1,12,2,0,1778,1263,1,1
sample003_627b76ff,1,10,sample162_2cc0400c,1,12,1,0,1895,1257,1,1
sample168_22e2db9e,1,3,sample006_fe39613e,1,12,1,0,1784,1495,1,1
