a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample002_4e908fd2,1,3,sample201_5430f370,1,3,2,0,17000,16527,1,1
sample004_a72e2802,1,3,sample204_baf7f138,1,10,1,0,16585,17342,1,1
sample001_3c29c5ba,1,3,sample205_29b101bc,1,10,1,0,16573,16557,1,1
sample217_6377ae91,1,12,sample008_056930c5,1,10,2,0,16585,16545,1,1
sample010_86c5159a,1,11,sample226_2d7ef8de,1,12,1,0,16702,16582,1,1
sample230_47b01153,1,4,sample010_86c5159a,1,11,2,0,16549,15102,1,1
sample231_a7ca1cbe,1,3,sample010_86c5159a,1,11,2,0,16571,15095,1,1
sample003_627b76ff,1,10,sample232_cf98e3c8,1,3,1,0,16550,16567,1,1
sample237_9472557e,1,3,sample003_627b76ff,1,10,1,0,16563,15075,1,1
sample001_3c29c5ba,1,3,sample239_70abef06,1,3,1,0,15067,16587,1,1
sample005_a84d1a77,1,10,sample244_f01a5078,1,6,1,0,46911,16644,3,1
sample247_388ecf10,1,7,sample004_a72e2802,1,3,2,0,31651,15087,2,1
sample202_3a6e070e,1,6,sample239_70abef06,1,3,1,0,16607,15572,1,1
sample154_f1fb8e99,1,3,sample136_390f0707,1,10,2,0,16568,16564,1,1
sample121_76bcb529,1,3,sample145_685d512c,1,12,2,0,16577,16605,1,1
