a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample005_a84d1a77,1,10,sample137_f533bb44,1,11,1,0,15440,15182,1,1
sample149_46f6fc34,1,3,sample001_3c29c5ba,1,3,2,0,15183,15202,1,1
sample162_2cc0400c,1,12,sample001_3c29c5ba,1,3,2,0,16308,15140,1,1
sample007_6d0d70d7,1,6,sample173_2377df9e,1,3,1,0,16288,15159,1,1
sample001_3c29c5ba,1,3,sample176_db87a5a2,1,4,1,0,15059,13209,1,1
sample001_3c29c5ba,1,3,sample185_0ea0912d,1,3,1,0,15062,15428,1,1
sample010_86c5159a,1,11,sample185_0ea0912d,1,3,1,0,15156,15103,1,1
sample010_86c5159a,1,11,sample191_3361e30f,1,3,2,0,15059,15391,1,1
sample002_4e908fd2,1,3,sample191_3361e30f,1,3,2,0,15155,15103,1,1
sample002_4e908fd2,1,3,sample192_144a35f2,1,5,1,0,15053,15416,1,1
sample010_86c5159a,1,11,sample194_328dbd2a,1,12,1,0,15068,15374,1,1
sample195_26730d6d,1,10,sample001_3c29c5ba,1,3,2,0,15149,15099,1,1
sample195_26730d6d,1,10,sample005_a84d1a77,1,10,2,0,15081,15099,1,1
sample198_ee0e18d2,1,3,sample009_36a064d0,1,12,1,0,15365,15172,1,1
sample199_40e217d7,1,3,sample007_6d0d70d7,1,6,2,0,15164,15089,1,1
