a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample005_a84d1a77,1,10,sample078_5b8ec916,1,4,2,0,16499,15646,1,1
sample004_a72e2802,1,3,sample088_4f85a4f9,1,10,2,0,15615,4919,1,1
sample092_7e1324ef,1,3,sample005_a84d1a77,1,10,2,0,15608,10928,1,1
sample003_627b76ff,1,10,sample099_122a179d,1,6,2,0,16424,13520,1,1
sample001_3c29c5ba,1,3,sample108_d2b794a9,1,12,2,0,15593,16329,1,2
sample002_4e908fd2,1,3,sample125_1b5a54f4,1,12,2,0,15634,15605,1,1
sample010_86c5159a,1,11,sample127_7d7b8f84,1,12,1,0,15600,13063,1,1
sample002_4e908fd2,1,3,sample129_f22c6f56,1,12,2,0,13504,16655,1,1
sample130_ed256ee8,1,12,sample005_a84d1a77,1,10,2,0,15649,10856,1,1
sample136_390f0707,1,10,sample006_fe39613e,1,12,1,0,15671,15647,1,1
sample139_6badff7b,1,12,sample010_86c5159a,1,11,2,0,12752,15089,1,1
sample148_b944223f,1,12,sample008_056930c5,1,10,2,0,8424,5672,1,1
sample149_46f6fc34,1,3,sample005_a84d1a77,1,10,2,0,11046,4800,1,1
sample003_627b76ff,1,10,sample161_04667130,1,12,1,0,15060,5264,1,1
sample168_22e2db9e,1,3,sample005_a84d1a77,1,10,2,0,9408,2800,1,1
