a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample203_3b23436c,1,4,sample005_a84d1a77,1,10,2,0,16465,16436,1,1
sample001_3c29c5ba,1,3,sample205_29b101bc,1,10,1,0,15595,15613,1,1
sample217_6377ae91,1,12,sample008_056930c5,1,10,2,0,15603,15603,1,1
sample004_a72e2802,1,3,sample226_2d7ef8de,1,12,1,0,15586,15626,1,1
sample230_47b01153,1,4,sample006_fe39613e,1,12,2,0,15599,15619,1,1
sample010_86c5159a,1,11,sample231_a7ca1cbe,1,3,1,0,15603,15611,1,1
sample003_627b76ff,1,10,sample233_4e88157a,1,3,2,0,15593,16414,1,1
sample238_fdf5ca49,1,3,sample002_4e908fd2,1,3,1,0,26015,30682,2,2
sample244_f01a5078,1,6,sample007_6d0d70d7,1,6,2,0,16431,15615,1,1
sample244_f01a5078,1,6,sample005_a84d1a77,1,10,2,0,15056,15083,1,1
sample005_a84d1a77,1,10,sample245_2638b53c,1,7,1,0,15053,16402,1,1
sample246_e8541fc4,1,8,sample010_86c5159a,1,11,2,0,15589,15077,1,1
sample005_a84d1a77,1,10,sample247_388ecf10,1,7,1,0,15056,16417,1,1
sample136_390f0707,1,10,sample043_e99d768e,1,12,2,0,15605,15649,1,1
sample188_0e995f08,1,3,sample022_dab4ef06,1,3,2,0,15664,15627,1,1
