a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample006_fe39613e,1,12,sample129_f22c6f56,1,12,1,0,17313,1456,2,1
sample139_6badff7b,1,12,sample007_6d0d70d7,1,6,1,0,1312,1247,1,1
sample009_36a064d0,1,12,sample139_6badff7b,1,12,2,0,3816,3113,1,1
sample002_4e908fd2,1,3,sample140_9355c8d3,1,12,1,0,1671,6361,2,1
sample008_056930c5,1,10,sample169_2e4395a7,1,6,1,0,1239,1360,1,1
sample009_36a064d0,1,12,sample169_2e4395a7,1,6,1,0,1185,1160,1,1
sample173_2377df9e,1,3,sample001_3c29c5ba,1,3,1,0,1552,1248,1,1
sample003_627b76ff,1,10,sample173_2377df9e,1,3,1,0,1298,3143,1,1
sample007_6d0d70d7,1,6,sample173_2377df9e,1,3,1,0,1264,2264,1,1
sample010_86c5159a,1,11,sample173_2377df9e,1,3,1,0,1567,1913,1,1
sample174_728e16bc,1,4,sample003_627b76ff,1,10,1,0,1585,1543,1,1
sample175_88993b09,1,4,sample010_86c5159a,1,11,1,0,1376,1704,1,1
sample001_3c29c5ba,1,3,sample176_db87a5a2,1,4,1,0,1654,1074,1,1
sample002_4e908fd2,1,3,sample176_db87a5a2,1,4,1,0,1105,960,1,1
sample176_db87a5a2,1,4,sample003_627b76ff,1,10,1,0,2025,1007,1,1
