a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample010_86c5159a,1,11,sample230_47b01153,1,4,1,0,17240,15780,1,1
sample002_4e908fd2,1,3,sample232_cf98e3c8,1,3,2,0,15422,15453,1,1
sample237_9472557e,1,3,sample010_86c5159a,1,11,2,0,15425,15094,1,1
sample237_9472557e,1,3,sample003_627b76ff,1,10,1,0,15059,16646,1,1
sample239_70abef06,1,3,sample002_4e908fd2,1,3,1,0,15454,15071,1,1
sample244_f01a5078,1,6,sample001_3c29c5ba,1,3,2,0,16564,15440,1,1
sample004_a72e2802,1,3,sample245_2638b53c,1,7,2,0,15404,15441,1,1
sample245_2638b53c,1,7,sample005_a84d1a77,1,10,2,0,15064,16591,1,1
sample246_e8541fc4,1,8,sample006_fe39613e,1,12,1,0,15458,15440,1,1
sample247_388ecf10,1,7,sample005_a84d1a77,1,10,2,0,15541,15074,1,1
sample001_3c29c5ba,1,3,sample248_79b27f7d,1,6,1,0,15106,16644,1,1
sample159_918aa5c3,1,12,sample154_f1fb8e99,1,3,1,0,15479,15465,1,1
sample043_e99d768e,1,12,sample092_7e1324ef,1,3,1,0,15424,15423,1,1
sample139_6badff7b,1,12,sample145_685d512c,1,12,2,0,15413,15424,1,1
sample019_fb26ed47,1,11,sample183_ca767767,1,3,1,0,15445,15484,1,1
