a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample168_22e2db9e,1,3,sample007_6d0d70d7,1,6,1,0,990,1394,1,1
sample168_22e2db9e,1,3,sample009_36a064d0,1,12,2,0,1232,1088,1,1
sample010_86c5159a,1,11,sample168_22e2db9e,1,3,1,0,728,887,1,1
sample169_2e4395a7,1,6,sample001_3c29c5ba,1,3,2,0,608,880,1,1
sample169_2e4395a7,1,6,sample002_4e908fd2,1,3,1,0,879,1008,1,1
sample003_627b76ff,1,10,sample169_2e4395a7,1,6,2,0,1039,1081,1,1
sample005_a84d1a77,1,10,sample169_2e4395a7,1,6,1,0,1264,783,1,1
sample006_fe39613e,1,12,sample169_2e4395a7,1,6,1,0,8063,1159,1,1
sample010_86c5159a,1,11,sample172_7588bd44,1,3,2,0,862,2648,1,2
sample173_2377df9e,1,3,sample002_4e908fd2,1,3,1,0,2487,848,1,1
sample005_a84d1a77,1,10,sample173_2377df9e,1,3,2,0,2453,1135,1,1
sample008_056930c5,1,10,sample173_2377df9e,1,3,1,0,2232,767,1,1
sample173_2377df9e,1,3,sample009_36a064d0,1,12,2,0,1625,886,1,1
sample174_728e16bc,1,4,sample001_3c29c5ba,1,3,1,0,1872,631,1,1
sample004_a72e2802,1,3,sample174_728e16bc,1,4,1,0,15336,4592,2,2
