a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample201_5430f370,1,3,sample001_3c29c5ba,1,3,1,0,16366,4672,1,1
sample204_baf7f138,1,10,sample002_4e908fd2,1,3,1,0,5440,2785,1,1
sample002_4e908fd2,1,3,sample204_baf7f138,1,10,2,0,15059,7757,1,1
sample005_a84d1a77,1,10,sample205_29b101bc,1,10,1,0,7162,2528,1,1
sample205_29b101bc,1,10,sample002_4e908fd2,1,3,1,0,9944,5071,1,1
sample010_86c5159a,1,11,sample216_ffa6ee05,1,12,2,0,6494,5121,1,1
sample003_627b76ff,1,10,sample217_6377ae91,1,12,1,0,8992,8847,1,1
sample218_2eaffa66,1,12,sample003_627b76ff,1,10,2,0,3808,2856,1,1
sample001_3c29c5ba,1,3,sample218_2eaffa66,1,12,2,0,2237,2585,1,1
sample010_86c5159a,1,11,sample226_2d7ef8de,1,12,1,0,2274,3279,2,2
sample004_a72e2802,1,3,sample227_23672cca,1,12,2,0,6640,2359,1,1
sample227_23672cca,1,12,sample002_4e908fd2,1,3,2,0,8520,4751,1,1
sample230_47b01153,1,4,sample006_fe39613e,1,12,1,0,8823,5642,1,1
sample002_4e908fd2,1,3,sample231_a7ca1cbe,1,3,2,0,7517,3576,1,1
sample232_cf98e3c8,1,3,sample001_3c29c5ba,1,3,1,0,3742,1453,1,1
