a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample001_3c29c5ba,1,3,sample199_40e217d7,1,3,1,0,4156,1678,2,1
sample199_40e217d7,1,3,sample006_fe39613e,2,12,0,SKIPPED_ALL_CHUNKS_A,0,0,0,0
sample200_d8677912,5,5,sample001_3c29c5ba,1,3,0,SKIPPED_ALL_CHUNKS_B,0,0,0,0
sample246_e8541fc4,2,8,sample010_86c5159a,11,11,1,0,10375,2624,1,1
sample001_3c29c5ba,1,3,sample247_388ecf10,1,7,2,0,2550,1168,1,1
sample247_388ecf10,1,7,sample004_a72e2802,1,3,1,0,1478,927,1,1
sample247_388ecf10,1,7,sample005_a84d1a77,1,10,2,0,1345,1016,1,1
sample247_388ecf10,1,7,sample007_6d0d70d7,1,6,1,0,1325,1144,1,1
sample010_86c5159a,1,11,sample247_388ecf10,1,7,2,0,1463,968,1,1
sample248_79b27f7d,1,6,sample002_4e908fd2,1,3,1,0,1080,1776,1,1
sample003_627b76ff,1,10,sample248_79b27f7d,1,6,2,0,1599,1510,1,1
sample004_a72e2802,1,3,sample248_79b27f7d,1,6,1,0,1527,1560,1,1
sample006_fe39613e,1,12,sample048_e4494277,1,12,2,0,1560,1119,1,1
sample006_fe39613e,1,12,sample048_e4494277,1,12,1,0,1425,1735,1,1
sample051_cadff688,1,9,sample009_36a064d0,1,12,2,0,1320,992,1,1
sample051_cadff688,1,9,sample009_36a064d0,1,12,1,0,1311,1394,1,1
sample003_627b76ff,1,10,sample083_f5ef4dc7,1,12,2,0,2079,1032,1,1
