a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample112_44add070,1,8,sample003_627b76ff,1,10,2,0,16831,15439,1,1
sample004_a72e2802,1,3,sample124_3f5d1a8c,1,12,1,0,15407,15452,1,1
sample124_3f5d1a8c,1,12,sample005_a84d1a77,1,10,2,0,15061,17418,1,1
sample124_3f5d1a8c,1,12,sample006_fe39613e,1,12,2,0,15060,16527,1,1
sample124_3f5d1a8c,1,12,sample007_6d0d70d7,1,6,2,0,15061,16864,1,1
sample124_3f5d1a8c,1,12,sample008_056930c5,1,10,2,0,15059,16885,1,1
sample009_36a064d0,1,12,sample124_3f5d1a8c,1,12,1,0,15419,15093,1,1
sample124_3f5d1a8c,1,12,sample010_86c5159a,1,11,2,0,15066,16603,1,1
sample125_1b5a54f4,1,12,sample001_3c29c5ba,1,3,2,0,15470,15427,1,1
sample002_4e908fd2,1,3,sample125_1b5a54f4,1,12,2,0,15519,15091,1,1
sample003_627b76ff,1,10,sample125_1b5a54f4,1,12,2,0,15069,15088,1,1
sample125_1b5a54f4,1,12,sample004_a72e2802,1,3,2,0,15069,15091,1,1
sample005_a84d1a77,1,10,sample125_1b5a54f4,1,12,1,0,30236,15208,2,1
sample125_1b5a54f4,1,12,sample006_fe39613e,1,12,2,0,30452,30243,2,2
sample125_1b5a54f4,1,12,sample007_6d0d70d7,1,6,2,0,15217,15067,1,1
