a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample006_fe39613e,1,12,sample194_328dbd2a,1,12,2,0,16648,15430,1,1
sample005_a84d1a77,1,10,sample195_26730d6d,1,10,1,0,15393,15406,1,1
sample009_36a064d0,1,12,sample198_ee0e18d2,1,3,2,0,15402,15414,1,1
sample007_6d0d70d7,1,6,sample199_40e217d7,1,3,2,0,15405,15401,1,1
sample199_40e217d7,1,3,sample005_a84d1a77,1,10,2,0,15061,15093,1,1
sample199_40e217d7,1,3,sample005_a84d1a77,1,10,2,0,15061,15085,1,1
sample003_627b76ff,1,10,sample199_40e217d7,1,3,2,0,16532,15083,2,1
sample199_40e217d7,1,3,sample003_627b76ff,1,10,2,0,15060,15083,1,1
sample200_d8677912,1,5,sample006_fe39613e,1,12,2,0,16665,15088,1,1
sample200_d8677912,1,5,sample003_627b76ff,1,10,1,0,15074,15085,1,1
sample001_3c29c5ba,1,3,sample201_5430f370,1,3,2,0,16621,15477,1,1
sample009_36a064d0,1,12,sample203_3b23436c,1,4,2,0,15069,16617,1,1
sample001_3c29c5ba,1,3,sample204_baf7f138,1,10,1,0,15068,16604,1,1
sample009_36a064d0,1,12,sample216_ffa6ee05,1,12,2,0,15063,16969,1,1
sample007_6d0d70d7,1,6,sample217_6377ae91,1,12,2,0,15061,16632,1,1
