a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample149_46f6fc34,1,3,sample004_a72e2802,1,3,1,0,33124,15425,3,1
sample149_46f6fc34,1,3,sample005_a84d1a77,1,10,0,SKIPPED_ALL_CHUNKS_A,0,0,0,0
sample007_6d0d70d7,3,6,sample149_46f6fc34,3,3,2,0,16310,15138,2,1
sample149_46f6fc34,1,3,sample008_056930c5,1,10,1,0,15065,15409,1,1
sample149_46f6fc34,1,3,sample009_36a064d0,1,12,1,0,15065,15398,1,1
sample149_46f6fc34,1,3,sample010_86c5159a,1,11,2,0,15891,15446,1,1
sample150_0515f210,1,3,sample001_3c29c5ba,1,3,2,0,30365,15413,2,1
sample160_ed88263c,1,5,sample009_36a064d0,1,12,2,0,15250,15108,1,1
sample161_04667130,1,12,sample001_3c29c5ba,1,3,1,0,30616,15178,2,1
sample003_627b76ff,1,10,sample161_04667130,1,12,1,0,15482,15137,1,1
sample004_a72e2802,1,3,sample161_04667130,1,12,1,0,15066,15075,1,1
sample005_a84d1a77,1,10,sample161_04667130,1,12,2,0,15426,15129,1,1
sample161_04667130,1,12,sample007_6d0d70d7,1,6,1,0,15160,15143,1,1
sample008_056930c5,1,10,sample161_04667130,1,12,1,0,30265,15086,2,1
sample009_36a064d0,1,12,sample161_04667130,1,12,2,0,15174,15103,1,1
sample040_2bfbed5d,1,12,sample009_36a064d0,1,12,1,0,15449,15137,1,1
