a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample222_bfe748cb,1,4,sample164_6086e75c,1,5,1,0,17099,16954,1,1
sample202_3a6e070e,1,6,sample239_70abef06,2,3,1,0,12366,12838,1,1
sample043_e99d768e,1,12,sample092_7e1324ef,1,3,2,0,17028,17023,1,1
sample103_540aea48,1,12,sample159_918aa5c3,1,12,2,0,17077,17011,1,1
sample105_f7a5e5bd,1,12,sample108_d2b794a9,1,12,2,0,16948,16874,1,1
sample154_f1fb8e99,1,3,sample136_390f0707,1,10,1,0,17109,16917,1,1
sample139_6badff7b,1,12,sample145_685d512c,1,12,1,0,16685,17005,1,1
sample196_3469b979,1,3,sample215_cc025b5e,1,12,1,0,19669,16830,2,2
sample049_fae6bd3c,1,3,sample037_79498522,1,3,2,0,16924,16970,1,1
sample076_2a6025df,1,12,sample170_e547d744,1,3,1,0,16920,16860,1,1
sample121_76bcb529,1,3,sample145_685d512c,1,12,1,0,16945,15129,1,1
sample019_fb26ed47,1,11,sample183_ca767767,1,3,1,0,16898,17021,1,1
sample096_11e92880,1,4,sample054_ecc70f99,2,12,2,0,17095,16953,1,1
sample223_e7455493,1,4,sample057_29b21bea,1,3,1,0,16975,16542,2,2
sample227_23672cca,1,12,sample200_d8677912,1,5,1,0,16936,16935,1,1
