a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample078_5b8ec916,1,4,sample001_3c29c5ba,1,3,1,0,16431,4895,1,1
sample009_36a064d0,1,12,sample092_7e1324ef,1,3,1,0,16431,4895,1,1
sample092_7e1324ef,1,3,sample010_86c5159a,1,11,1,0,16431,4895,1,1
sample001_3c29c5ba,1,3,sample093_1c1b1da8,1,11,1,0,13238,1239,1,1
sample093_1c1b1da8,1,11,sample007_6d0d70d7,1,6,2,0,14293,1845,1,2
sample099_122a179d,1,6,sample007_6d0d70d7,1,6,1,0,3138,950,1,1
sample008_056930c5,1,10,sample099_122a179d,1,6,1,0,2016,2215,1,1
sample009_36a064d0,1,12,sample099_122a179d,1,6,2,0,775,1576,1,1
sample099_122a179d,1,6,sample010_86c5159a,1,11,1,0,2103,2967,1,1
sample107_a38717d4,1,12,sample009_36a064d0,1,12,2,0,3080,1312,1,1
sample108_d2b794a9,1,12,sample003_627b76ff,1,10,1,0,2873,2294,1,1
sample124_3f5d1a8c,1,12,sample005_a84d1a77,1,10,2,0,1167,3783,1,1
sample124_3f5d1a8c,1,12,sample008_056930c5,1,10,1,0,4133,3917,1,1
sample124_3f5d1a8c,1,12,sample010_86c5159a,1,11,2,0,3400,2486,1,1
sample125_1b5a54f4,1,12,sample004_a72e2802,1,3,1,0,16284,13966,1,1
