a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample001_3c29c5ba,1,3,sample191_3361e30f,1,3,1,0,16310,16335,1,1
sample003_627b76ff,1,10,sample195_26730d6d,1,10,1,0,16310,16335,1,1
sample195_26730d6d,1,10,sample004_a72e2802,1,3,2,0,16210,16274,1,1
sample200_d8677912,1,5,sample004_a72e2802,1,3,1,0,16298,15090,1,1
sample203_3b23436c,1,4,sample003_627b76ff,1,10,2,0,30162,1229,2,1
sample003_627b76ff,1,10,sample204_baf7f138,1,10,2,0,8743,1288,1,1
sample205_29b101bc,1,10,sample004_a72e2802,1,3,2,0,11398,1406,1,1
sample010_86c5159a,1,11,sample216_ffa6ee05,1,12,2,0,1185,925,1,1
sample218_2eaffa66,1,12,sample001_3c29c5ba,1,3,2,0,632,3052,1,2
sample225_ef9728ac,1,11,sample010_86c5159a,1,11,2,0,320,6312,1,1
sample010_86c5159a,1,11,sample226_2d7ef8de,1,12,2,0,1352,3168,1,1
sample227_23672cca,1,12,sample004_a72e2802,1,3,2,0,910,2056,1,1
sample006_fe39613e,1,12,sample230_47b01153,1,4,1,0,943,6259,1,1
sample230_47b01153,1,4,sample009_36a064d0,1,12,2,0,8691,4757,1,1
sample007_6d0d70d7,1,6,sample231_a7ca1cbe,1,3,1,0,16200,10999,1,1
