a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample117_4997d25a,1,12,sample072_ca368684,1,12,2,0,13392,2120,2,2
sample052_bcf1cb6d,1,3,sample211_a2b39b71,1,5,1,0,2860,11275,1,1
sample195_26730d6d,1,10,sample155_0163e391,1,10,2,0,7312,3815,1,1
sample056_f521058f,1,4,sample038_e6b5ca93,1,3,1,0,1439,2135,1,1
sample248_79b27f7d,1,6,sample091_671e5ef1,1,12,2,0,1760,2176,1,1
sample143_caa0315c,1,12,sample232_cf98e3c8,1,3,1,0,2299,3040,1,1
sample160_ed88263c,1,5,sample026_cce061cf,1,12,2,0,1127,4760,1,1
sample136_390f0707,1,10,sample226_2d7ef8de,1,12,1,0,2544,2320,1,1
sample129_f22c6f56,1,12,sample237_9472557e,1,3,2,0,3023,1862,1,1
sample040_2bfbed5d,1,12,sample080_20eca9e0,1,12,1,0,3454,1119,1,1
sample101_fae0484f,1,12,sample104_e61bf93a,1,3,1,0,3591,2560,1,1
sample201_5430f370,1,3,sample160_ed88263c,1,5,2,0,3681,2901,1,1
sample156_fd7b9fa4,1,8,sample161_04667130,1,12,1,0,4274,1286,1,1
sample035_2729e0e2,1,4,sample102_436dc55f,1,12,1,0,5304,2241,1,1
sample024_50e90c97,1,8,sample071_1e1cdb9c,1,12,1,0,11472,2768,1,1
