a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample217_6377ae91,1,12,sample007_6d0d70d7,1,6,2,0,18319,7480,2,2
sample218_2eaffa66,1,12,sample003_627b76ff,1,10,2,0,17642,7401,2,3
sample003_627b76ff,1,10,sample218_2eaffa66,1,12,1,0,15056,8680,1,1
sample001_3c29c5ba,1,3,sample218_2eaffa66,1,12,1,0,20921,4384,2,1
sample218_2eaffa66,1,12,sample001_3c29c5ba,1,3,1,0,15055,15092,1,1
sample004_a72e2802,1,3,sample226_2d7ef8de,1,12,2,0,18431,15453,2,2
sample004_a72e2802,1,3,sample226_2d7ef8de,1,12,2,0,9872,15085,1,1
sample010_86c5159a,1,11,sample226_2d7ef8de,1,12,1,0,15072,4936,3,2
sample010_86c5159a,1,11,sample226_2d7ef8de,1,12,1,0,15058,4608,1,1
sample004_a72e2802,1,3,sample227_23672cca,1,12,2,0,10504,10488,1,1
sample004_a72e2802,1,3,sample227_23672cca,1,12,2,0,6272,5152,1,1
sample227_23672cca,1,12,sample002_4e908fd2,1,3,1,0,6792,8504,1,1
sample227_23672cca,1,12,sample002_4e908fd2,1,3,1,0,6440,4864,2,1
sample230_47b01153,1,4,sample010_86c5159a,1,11,2,0,12608,15090,1,1
sample010_86c5159a,1,11,sample230_47b01153,1,4,1,0,15066,10344,1,1
