a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample246_e8541fc4,1,8,sample006_fe39613e,1,12,1,0,16393,16249,1,1
sample246_e8541fc4,1,8,sample010_86c5159a,1,11,1,0,15104,16214,1,1
sample246_e8541fc4,1,8,sample010_86c5159a,1,11,1,0,17393,2896,2,1
sample010_86c5159a,1,11,sample247_388ecf10,1,7,2,0,17504,2127,2,1
sample010_86c5159a,1,11,sample247_388ecf10,1,7,1,0,4424,9654,1,1
sample247_388ecf10,1,7,sample005_a84d1a77,1,10,2,0,839,5144,1,1
sample005_a84d1a77,1,10,sample247_388ecf10,1,7,2,0,1032,8303,1,1
sample247_388ecf10,1,7,sample004_a72e2802,1,3,2,0,9816,2342,1,1
sample004_a72e2802,1,3,sample247_388ecf10,1,7,1,0,864,9959,1,1
sample248_79b27f7d,1,6,sample001_3c29c5ba,1,3,2,0,3298,20347,4,5
sample001_3c29c5ba,1,3,sample248_79b27f7d,1,6,1,0,16170,10431,2,1
sample145_685d512c,1,12,sample105_f7a5e5bd,1,12,2,0,742,11664,1,1
sample136_390f0707,1,10,sample043_e99d768e,1,12,1,0,13122,838,2,1
sample159_918aa5c3,1,12,sample154_f1fb8e99,1,3,2,0,8815,1823,1,1
sample188_0e995f08,1,3,sample022_dab4ef06,1,3,1,0,15687,16235,1,1
