a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample247_388ecf10,1,7,sample006_fe39613e,1,12,1,0,6031,2447,1,1
sample005_a84d1a77,1,10,sample248_79b27f7d,1,6,1,0,696,5293,1,2
sample001_3c29c5ba,1,3,sample060_c4420875,1,3,2,0,592,4005,1,2
sample088_4f85a4f9,1,10,sample006_fe39613e,1,12,2,0,831,2638,1,2
sample007_6d0d70d7,1,6,sample128_3857eff1,1,12,1,0,711,1982,1,2
sample129_f22c6f56,1,12,sample002_4e908fd2,1,3,2,0,1510,4065,1,1
sample010_86c5159a,1,11,sample129_f22c6f56,1,12,2,0,1431,1516,1,1
sample130_ed256ee8,1,12,sample010_86c5159a,1,11,1,0,3440,1070,1,1
sample004_a72e2802,1,3,sample130_ed256ee8,1,12,2,0,3048,1512,1,1
sample131_26551668,1,12,sample005_a84d1a77,1,10,1,0,3640,2119,1,1
sample131_26551668,1,12,sample006_fe39613e,1,12,2,0,2887,1473,1,1
sample006_fe39613e,1,12,sample131_26551668,1,12,1,0,4296,1101,1,1
sample137_f533bb44,1,11,sample005_a84d1a77,1,10,2,0,5058,1717,1,1
sample139_6badff7b,1,12,sample006_fe39613e,1,12,2,0,1200,1887,1,1
sample140_9355c8d3,1,12,sample004_a72e2802,1,3,1,0,4081,1518,1,1
