a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample201_5430f370,1,3,sample001_3c29c5ba,1,3,1,0,41868,15425,2,1
sample204_baf7f138,1,10,sample010_86c5159a,1,11,2,0,16542,15457,1,1
sample205_29b101bc,1,10,sample008_056930c5,1,10,2,0,15405,15417,1,1
sample009_36a064d0,1,12,sample217_6377ae91,1,12,2,0,15425,15426,1,1
sample226_2d7ef8de,1,12,sample009_36a064d0,1,12,1,0,30487,15096,2,1
sample005_a84d1a77,1,10,sample231_a7ca1cbe,1,3,1,0,16542,15431,1,1
sample003_627b76ff,1,10,sample232_cf98e3c8,1,3,2,0,15398,15430,1,1
sample002_4e908fd2,1,3,sample233_4e88157a,1,3,2,0,15420,15432,1,1
sample236_f3d5c89f,1,3,sample003_627b76ff,1,10,1,0,15459,15089,1,1
sample237_9472557e,1,3,sample004_a72e2802,1,3,2,0,16509,15435,1,1
sample238_fdf5ca49,1,3,sample004_a72e2802,1,3,2,0,15407,15077,1,1
sample004_a72e2802,1,3,sample239_70abef06,1,3,1,0,15059,16504,1,1
sample007_6d0d70d7,1,6,sample244_f01a5078,1,6,1,0,15417,15429,1,1
sample005_a84d1a77,1,10,sample245_2638b53c,1,7,1,0,15064,16803,1,1
sample246_e8541fc4,1,8,sample001_3c29c5ba,1,3,2,0,15452,15082,1,1
