a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample001_3c29c5ba,1,3,sample237_9472557e,1,3,2,0,16510,16483,1,1
sample237_9472557e,1,3,sample002_4e908fd2,2,3,1,0,15110,16533,1,1
sample003_627b76ff,2,10,sample237_9472557e,1,3,1,0,18194,15085,2,1
sample237_9472557e,1,3,sample004_a72e2802,1,3,1,0,18194,15085,2,1
sample005_a84d1a77,1,10,sample237_9472557e,1,3,2,0,16418,15083,2,1
sample006_fe39613e,1,12,sample237_9472557e,1,3,2,0,16418,15083,2,1
sample007_6d0d70d7,1,6,sample237_9472557e,1,3,2,0,16286,15107,1,1
sample237_9472557e,1,3,sample008_056930c5,1,10,2,0,15056,13442,1,1
sample237_9472557e,1,3,sample009_36a064d0,1,12,1,0,15051,16340,1,1
sample010_86c5159a,1,11,sample237_9472557e,1,3,2,0,13136,15047,1,1
sample001_3c29c5ba,1,3,sample238_fdf5ca49,1,3,2,0,15101,16325,1,1
sample002_4e908fd2,1,3,sample238_fdf5ca49,1,3,1,0,16559,13311,1,1
sample238_fdf5ca49,1,3,sample003_627b76ff,1,10,2,0,15055,15116,1,1
sample238_fdf5ca49,1,3,sample004_a72e2802,1,3,1,0,15052,13470,1,1
sample005_a84d1a77,1,10,sample238_fdf5ca49,1,3,1,0,15039,9134,2,2
