a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample200_d8677912,1,5,sample003_627b76ff,1,10,2,0,16424,15227,1,1
sample009_36a064d0,1,12,sample203_3b23436c,1,4,2,0,16154,15226,1,1
sample205_29b101bc,1,10,sample005_a84d1a77,1,10,2,0,16133,15262,1,1
sample217_6377ae91,1,12,sample003_627b76ff,1,10,2,0,16115,15143,1,1
sample218_2eaffa66,1,12,sample001_3c29c5ba,1,3,2,0,15339,15189,1,1
sample227_23672cca,1,12,sample002_4e908fd2,1,3,2,0,15409,30330,1,2
sample002_4e908fd2,1,3,sample232_cf98e3c8,1,3,1,0,15062,15402,1,1
sample005_a84d1a77,1,10,sample237_9472557e,1,3,2,0,16057,15416,1,1
sample238_fdf5ca49,1,3,sample001_3c29c5ba,1,3,2,0,16128,15090,1,1
sample244_f01a5078,1,6,sample007_6d0d70d7,1,6,2,0,16313,15227,1,1
sample004_a72e2802,1,3,sample245_2638b53c,1,7,2,0,15157,30234,1,2
sample006_fe39613e,1,12,sample246_e8541fc4,1,8,2,0,16378,15257,1,1
sample103_540aea48,1,12,sample159_918aa5c3,1,12,2,0,15199,15200,1,1
sample196_3469b979,1,3,sample215_cc025b5e,1,12,1,0,15182,15238,1,1
sample096_11e92880,1,4,sample054_ecc70f99,1,12,2,0,15176,15217,1,1
