a_file,a_chunk_idx,a_chunk_total,b_file,b_chunk_idx,b_chunk_total,winner,replacement,a_listen_ms,b_listen_ms,a_play_count,b_play_count
sample128_3857eff1,1,12,sample002_4e908fd2,1,3,1,0,15640,10417,1,1
sample128_3857eff1,1,12,sample002_4e908fd2,1,3,1,0,13628,8752,1,1
sample128_3857eff1,1,12,sample001_3c29c5ba,1,3,2,0,12533,12807,1,1
sample128_3857eff1,1,12,sample001_3c29c5ba,1,3,2,0,10671,14054,1,1
sample129_f22c6f56,1,12,sample002_4e908fd2,1,3,1,0,13165,7895,1,1
sample129_f22c6f56,1,12,sample002_4e908fd2,1,3,1,0,13343,6275,1,1
sample010_86c5159a,1,11,sample129_f22c6f56,1,12,1,0,13646,10316,1,1
sample010_86c5159a,1,11,sample129_f22c6f56,1,12,1,0,9921,10808,1,1
sample001_3c29c5ba,1,3,sample129_f22c6f56,1,12,1,0,12233,13928,1,1
sample001_3c29c5ba,1,3,sample129_f22c6f56,1,12,1,0,13148,8166,1,1
sample130_ed256ee8,1,12,sample010_86c5159a,1,11,2,0,11810,12008,1,1
sample010_86c5159a,1,11,sample130_ed256ee8,1,12,1,0,15056,13758,1,1
sample004_a72e2802,1,3,sample130_ed256ee8,1,12,1,0,8456,7318,1,1
sample004_a72e2802,1,3,sample130_ed256ee8,1,12,1,0,11147,7878,1,1
sample005_a84d1a77,1,10,sample130_ed256ee8,1,12,1,0,11968,6509,1,1
